model.200.10000000.0.0000001 01 0.9497833656447472
model.200.10000000.0.0000001 02 0.9595535569449842
model.200.10000000.0.0000001 03 0.8804354192036619
model.200.10000000.0.0000001 04 0.9506336112039164
model.200.10000000.0.0000001 05 0.9030758445930845
model.200.10000000.0.0000001 06 0.9175123868551259
model.200.10000000.0.0000001 07 0.9080723254748035
model.200.10000000.0.0000001 08 0.9332288635397703
model.200.10000000.0.0000001 09 0.9380618525766174
model.200.10000000.0.0000001 10 0.9168890483928764
model.200.10000000.0.0000001 11 0.9290935155803137
model.200.10000000.0.0000001 12 0.9411171780658153
model.200.10000000.0.0000001 13 0.9328998555115393
model.200.10000000.0.0000001 14 0.9131837209718122
model.200.10000000.0.0000001 15 0.9402751217719837
model.200.10000000.0.0000001 16 0.8914379130387351
model.200.10000000.0.0000001 17 0.913342152250776
model.200.10000000.0.0000001 18 0.8516356740130624
model.200.10000000.0.0000001 19 0.9296754738413915
model.200.10000000.0.0000001 20 0.9509094821309927
model.200.10000000.0.0000001 21 0.9233450829755593
model.200.10000000.0.0000001 22 0.9384594869114152
model.200.10000000.0.0000001 23 0.8979473448048323
model.200.10000000.0.0000001 24 0.8896473093645523
model.200.10000000.0.0000001 25 0.9419310957925463
model.200.10000000.0.0000001 26 0.9355992704666102
model.200.10000000.0.0000001 27 0.944722369271353
model.200.10000000.0.0000001 28 0.8930839110523218
model.200.10000000.0.0000001 29 0.8596669125516017
model.200.10000000.0.0000001 30 0.9243801268516562
model.200.10000000.0.0000001 31 0.9139071002835677
model.200.10000000.0.0000001 32 0.925590208724915
model.200.10000000.0.0000001 33 0.9609616741176105
model.200.10000000.0.0000001 34 0.8718074302312103
model.200.10000000.0.0000001 35 0.956703060349236
model.200.10000000.0.0000001 36 0.8971227222498744
model.200.10000000.0.0000001 37 0.9267243156078901
model.200.10000000.0.0000001 38 0.8618559219131994
model.200.10000000.0.0000001 39 0.9421829695287837
model.200.10000000.0.0000001 40 0.9174424240302977
model.200.10000000.0.0000001 41 0.9290522741553388
model.200.10000000.0.0000001 42 0.9133094061139407
model.200.10000000.0.0000001 43 0.8510595386096773
model.200.10000000.0.0000001 44 0.9114906421145377
model.200.10000000.0.0000001 45 0.9432071072685908
model.200.10000000.0.0000001 46 0.9493396412183032
model.200.10000000.0.0000001 47 0.9122867122587156
model.200.10000000.0.0000001 48 0.922456812208184
model.200.10000000.0.0000001 49 0.9261371308222099
model.200.10000000.0.0000001 50 0.9297529509298339
model.200.10000000.0.000001 01 0.9706731072822276
model.200.10000000.0.000001 02 0.9404210167829953
model.200.10000000.0.000001 03 0.9750055382445167
model.200.10000000.0.000001 04 0.9403204889970734
model.200.10000000.0.000001 05 0.9451128506697516
model.200.10000000.0.000001 06 0.9486978809470237
model.200.10000000.0.000001 07 0.9377684740148807
model.200.10000000.0.000001 08 0.9727274335494751
model.200.10000000.0.000001 09 0.9841700351145142
model.200.10000000.0.000001 10 0.9805921509401372
model.200.10000000.0.000001 11 0.9837141707179043
model.200.10000000.0.000001 12 0.9185253260725458
model.200.10000000.0.000001 13 0.9783160630682434
model.200.10000000.0.000001 14 0.9609914927267121
model.200.10000000.0.000001 15 0.9889065740128352
model.200.10000000.0.000001 16 0.9332808138991353
model.200.10000000.0.000001 17 0.9792329304444732
model.200.10000000.0.000001 18 0.9663727371214583
model.200.10000000.0.000001 19 0.9649071741187469
model.200.10000000.0.000001 20 0.9596541889607846
model.200.10000000.0.000001 21 0.9878436293180056
model.200.10000000.0.000001 22 0.9595056592475418
model.200.10000000.0.000001 23 0.9431998123437935
model.200.10000000.0.000001 24 0.9576344363154533
model.200.10000000.0.000001 25 0.9804252350551188
model.200.10000000.0.000001 26 0.97921299434001
model.200.10000000.0.000001 27 0.9333100230233029
model.200.10000000.0.000001 28 0.97923559807177
model.200.10000000.0.000001 29 0.9701462187766815
model.200.10000000.0.000001 30 0.9748107015554177
model.200.10000000.0.000001 31 0.9707203506602816
model.200.10000000.0.000001 32 0.9382257860234384
model.200.10000000.0.000001 33 0.9680831599729387
model.200.10000000.0.000001 34 0.9676407220028985
model.200.10000000.0.000001 35 0.979924874561258
model.200.10000000.0.000001 36 0.9790127662737023
model.200.10000000.0.000001 37 0.9901842494244174
model.200.10000000.0.000001 38 0.9718665043595787
model.200.10000000.0.000001 39 0.9653754780233142
model.200.10000000.0.000001 40 0.8997910503520163
model.200.10000000.0.000001 41 0.9387779002202328
model.200.10000000.0.000001 42 0.9517648516667462
model.200.10000000.0.000001 43 0.9400548530228408
model.200.10000000.0.000001 44 0.9875220500512513
model.200.10000000.0.000001 45 0.9910915655921702
model.200.10000000.0.000001 46 0.9615713896029219
model.200.10000000.0.000001 47 0.9865755802682946
model.200.10000000.0.000001 48 0.9456162838313382
model.200.10000000.0.000001 49 0.967083432252473
model.200.10000000.0.000001 50 0.9723338531342072
model.200.2000000.0.0000001 01 0.7235371200340615
model.200.2000000.0.0000001 02 0.6699597121443187
model.200.2000000.0.0000001 03 0.6724297548650837
model.200.2000000.0.0000001 04 0.6509058212970475
model.200.2000000.0.0000001 05 0.6927168566638409
model.200.2000000.0.0000001 06 0.6377043585180538
model.200.2000000.0.0000001 07 0.6644277730428109
model.200.2000000.0.0000001 08 0.6961123818701528
model.200.2000000.0.0000001 09 0.6505225346694273
model.200.2000000.0.0000001 10 0.6379615149621165
model.200.2000000.0.0000001 11 0.7094323771882176
model.200.2000000.0.0000001 12 0.6435986665424211
model.200.2000000.0.0000001 13 0.6776941841273304
model.200.2000000.0.0000001 14 0.6862476185237965
model.200.2000000.0.0000001 15 0.6490381565145189
model.200.2000000.0.0000001 16 0.6552004434201764
model.200.2000000.0.0000001 17 0.5958707331016608
model.200.2000000.0.0000001 18 0.6614261287592796
model.200.2000000.0.0000001 19 0.6644558636844708
model.200.2000000.0.0000001 20 0.6550252008724461
model.200.2000000.0.0000001 21 0.6341614835522403
model.200.2000000.0.0000001 22 0.6764670813285484
model.200.2000000.0.0000001 23 0.6519568402997954
model.200.2000000.0.0000001 24 0.5699052785865101
model.200.2000000.0.0000001 25 0.6624549702681961
model.200.2000000.0.0000001 26 0.5850902613625947
model.200.2000000.0.0000001 27 0.5948008927647433
model.200.2000000.0.0000001 28 0.6469716379273118
model.200.2000000.0.0000001 29 0.6513865436332879
model.200.2000000.0.0000001 30 0.7275009193108616
model.200.2000000.0.0000001 31 0.6666730707207074
model.200.2000000.0.0000001 32 0.6570661955033724
model.200.2000000.0.0000001 33 0.7177136257951904
model.200.2000000.0.0000001 34 0.6988480149731016
model.200.2000000.0.0000001 35 0.6681628399194829
model.200.2000000.0.0000001 36 0.6070861685784569
model.200.2000000.0.0000001 37 0.6819265567548279
model.200.2000000.0.0000001 38 0.6939862252010846
model.200.2000000.0.0000001 39 0.6894563739548034
model.200.2000000.0.0000001 40 0.658383214080352
model.200.2000000.0.0000001 41 0.690369801548069
model.200.2000000.0.0000001 42 0.6266917324599781
model.200.2000000.0.0000001 43 0.6976155355550555
model.200.2000000.0.0000001 44 0.7045019967014327
model.200.2000000.0.0000001 45 0.6601386313294196
model.200.2000000.0.0000001 46 0.6879970525323739
model.200.2000000.0.0000001 47 0.6606990718858881
model.200.2000000.0.0000001 48 0.5958666668787932
model.200.2000000.0.0000001 49 0.6287314579531155
model.200.2000000.0.0000001 50 0.6630953118221895
model.200.2000000.0.000001 01 0.8375546922915497
model.200.2000000.0.000001 02 0.7746218239698417
model.200.2000000.0.000001 03 0.8232817156034962
model.200.2000000.0.000001 04 0.8286077192232836
model.200.2000000.0.000001 05 0.7199178006722895
model.200.2000000.0.000001 06 0.7909843623514831
model.200.2000000.0.000001 07 0.7462897888507819
model.200.2000000.0.000001 08 0.8013645997665093
model.200.2000000.0.000001 09 0.8542516461093346
model.200.2000000.0.000001 10 0.8045453096630446
model.200.2000000.0.000001 11 0.7769323901430869
model.200.2000000.0.000001 12 0.8098554419466547
model.200.2000000.0.000001 13 0.7495182886693379
model.200.2000000.0.000001 14 0.7628192745576216
model.200.2000000.0.000001 15 0.7368007324880091
model.200.2000000.0.000001 16 0.7610916829738925
model.200.2000000.0.000001 17 0.7255708914692565
model.200.2000000.0.000001 18 0.7584537718442961
model.200.2000000.0.000001 19 0.8630424679404864
model.200.2000000.0.000001 20 0.7246384973260696
model.200.2000000.0.000001 21 0.7811429078454234
model.200.2000000.0.000001 22 0.7772677430723647
model.200.2000000.0.000001 23 0.7472306551754703
model.200.2000000.0.000001 24 0.7660093500822369
model.200.2000000.0.000001 25 0.7976085130613114
model.200.2000000.0.000001 26 0.796494133201815
model.200.2000000.0.000001 27 0.6976861964579417
model.200.2000000.0.000001 28 0.8028886226095047
model.200.2000000.0.000001 29 0.8161886903990782
model.200.2000000.0.000001 30 0.7948340502754994
model.200.2000000.0.000001 31 0.794301211424225
model.200.2000000.0.000001 32 0.8631091955935262
model.200.2000000.0.000001 33 0.7630343218125908
