1KP 60.18497293830529 12.464177136638238 25.35084992505647 98.0 7.895897482444746E-9
1KP 94.49295364906499 46.00696969436769 58.50007665656732 199.0 7.092352091411122E-5
1KP 162.02134791063688 12.440788853861942 4.537863235501199 179.0 4.9562023336529276E-58
1KP 96.00262142944648 81.64427562109682 92.35310294945671 270.0 0.5385823172642634
1KP 272.49060560037657 38.8601479876268 48.64924641199661 360.0 6.24731980800391E-64
1KP 38.885352874915135 2.8814360170806625 2.2332111080041965 44.0 9.348937094818617E-14
1KP 50.964857316296 22.04120707207406 16.993935611629958 90.0 1.3668422663464083E-5
1KP 82.06456280054326 45.41780229687629 45.51763490258046 173.0 4.342763973568882E-4
1KP 86.82169341111967 74.04818264871986 33.13012394016048 194.0 5.206756503007947E-6
1KP 170.93322144285912 24.230122656835093 28.836655900305708 224.0 3.4859026647727356E-41
1KP 57.515567216704945 50.56581951782553 26.918613265469524 135.0 0.0032886761647502455
1KP 60.6671205647711 58.79651581219299 56.53636362303598 176.0 0.9296679037522064
1KP 223.0276216883207 68.91657659910643 93.05580171257282 385.0 5.597468520660337E-24
1KP 122.88358045200113 11.991717952746253 10.124701595252601 145.0 3.45361270933749E-38
1KP 145.60841165755306 24.421077630476034 36.97051071197085 207.0 1.116209793181383E-28
1KP 125.32665356840556 40.12830973476774 29.54503669682669 195.0 3.767243087182612E-19
1KP 24.920836548559254 13.041833814066406 14.037329637374338 52.0 0.0816501249942392
1KP 34.006145400431656 28.45688316049964 27.536971439068704 90.0 0.6647913785388382
1KP 88.26572763579826 31.94646276685874 25.78780959734296 146.0 2.6323896018389265E-11
1KP 48.835702207175125 7.008375226684764 12.15592256614012 68.0 1.0769886587787403E-10
1KP 57.60834143477916 25.565411231579496 33.826247333641334 117.0 8.280056739066406E-4
1KP 174.57694069092196 47.060397419984 37.36266188909416 259.0 3.1838987836682115E-30
1KP 62.89430139222172 30.77216637247717 28.3335322353011 122.0 1.0638306280754972E-4
1KP 49.807713803821144 47.36748282922262 33.82480336695623 131.0 0.18309375268783473
